z,x,y
2332,7.402927417,45.63647931
1894,7.391636086,45.41509592
1729,7.411305569,45.45928536
1762,7.485205029,45.70197036
1187,7.597151096,45.45677309
1749,7.346464618,45.45379816
2114,7.480120647,45.68019177
2035,7.364665019,45.70344612
2625,7.448419035,45.49595934
2014,7.466102636,45.53460873
2092,7.474000262,45.48599528
1603,7.579238633,45.50980268
547,7.569399976,45.41649614
1974,7.344228881,45.62996337
2158,7.321221069,45.675433
3014,7.388163405,45.51486468
1718,7.530231292,45.46045611
555,7.349516335,45.74021043
1945,7.662530496,45.48397113
615,7.511556129,45.73217405
2884,7.401868266,45.67882235
1339,7.521456649,45.50458268
2736,7.543098126,45.6712175
2378,7.438082987,45.5240537
2268,7.521507354,45.56728925
1410,7.66208444,45.64194907
1734,7.621768622,45.63054907
1512,7.501885543,45.45992067
1261,7.551573077,45.47162737
564,7.33833541,45.72613011
1581,7.53489894,45.51864466
2532,7.340559241,45.6694435
2680,7.484412541,45.62925539
2195,7.634743219,45.59870733
2098,7.412935248,45.46459424
579,7.35233261,45.7288744
1314,7.543679868,45.46904941
1612,7.342734505,45.60971474
2443,7.652644713,45.56230882
711,7.653228836,45.41986421
2911,7.442118888,45.48880387
567,7.337503649,45.73133362
900,7.583167056,45.40783643
2376,7.430574965,45.69794846
1475,7.628497686,45.45190963
2525,7.566225917,45.60188839
2053,7.415355405,45.60108733
2344,7.567920061,45.68405726
1795,7.554745456,45.54576511
2356,7.616376636,45.5064097
1648,7.66730399,45.59503526
2049,7.509914679,45.6830092
1281,7.609513601,45.72829091
1601,7.570207132,45.55881429
1925,7.518675906,45.53752288
1238,7.665511294,45.53838351
1628,7.490386949,45.49395983
529,7.635469518,45.74001553
1076,7.495900384,45.71089548
1962,7.566682974,45.6163519
1524,7.452501464,45.71352071
2252,7.319633295,45.60988889
2068,7.646257421,45.52601186
3054,7.36553396,45.53774712
2900,7.42599719,45.65939154
1725,7.562733427,45.56337182
1392,7.539953459,45.51974317
1849,7.569178282,45.5652728
1025,7.66571932,45.64768682
1286,7.619010027,45.72512752
2155,7.616743757,45.55513455
1006,7.402748915,45.42602788
738,7.656079598,45.72820996
1426,7.309257843,45.45933761
865,7.6029312,45.44261318
1354,7.356370993,45.42822687
1969,7.453613878,45.67554364
893,7.479797802,45.41719947
2069,7.399241332,45.47564612
2099,7.644731411,45.47750707
728,7.594910692,45.43606182
1301,7.569613073,45.45445307
2384,7.521763937,45.65004421
2476,7.392720163,45.49235203
1981,7.326715797,45.57816513
2848,7.508104696,45.58134587
2544,7.464210252,45.49196189
3347,7.335762073,45.52410406
594,7.470447626,45.41540761
2333,7.341943257,45.5679855
1519,7.610742582,45.45746106
2766,7.356523427,45.64244082
2454,7.609069869,45.647997
1582,7.310074425,45.46225535
2375,7.386679557,45.70503258
1826,7.649877009,45.46715005
2388,7.469837476,45.60015065
2061,7.307961357,45.64586804
3206,7.357256089,45.55036237
2866,7.451278002,45.63674536
2715,7.563280894,45.58273276
1181,7.36482167,45.42794592
2109,7.558709468,45.6149001
1142,7.545038703,45.50333347
2340,7.504454488,45.52800955
2603,7.567107268,45.63839589
2441,7.582428793,45.58834357
607,7.42814134,45.7294822
1552,7.593031479,45.67551166
1702,7.325620558,45.4736401
2265,7.515157211,45.56846787
1869,7.368146971,45.48836492
1557,7.311568679,45.44701941
2092,7.604144125,45.60045826
2556,7.460403893,45.65575112
2381,7.567850717,45.62194563
2536,7.494354153,45.54661833
2065,7.615072606,45.70545527
1024,7.396174071,45.72175412
2767,7.542531327,45.63688967
1531,7.384738765,45.44237406
1561,7.392656479,45.44866367
2217,7.50628788,45.53787238
546,7.565008853,45.74011384
2624,7.351453458,45.47752758
2695,7.399768848,45.64643457
2343,7.432452662,45.69788207
1882,7.577433731,45.5274725
2616,7.482104649,45.54538904
2213,7.317194202,45.61391351
2563,7.399454809,45.61363068
1471,7.388024537,45.46082017
736,7.581912211,45.46158111
711,7.670159437,45.65936753
2509,7.406377547,45.63081693
2869,7.500708318,45.60411733
2736,7.497348085,45.61251093
2718,7.388855383,45.64692117
2798,7.400194619,45.67309943
978,7.408780428,45.71899467
1762,7.655578436,45.51608087
1663,7.454027226,45.4394712
2306,7.630991416,45.53011105
2448,7.369738481,45.69340707
1534,7.576821198,45.50670355
1736,7.615198395,45.60744526
1547,7.334300445,45.625273
618,7.37701392,45.72891271
2228,7.404170716,45.58755053
1393,7.617388566,45.47452281
2103,7.440756558,45.69129076
2540,7.477023056,45.66634392
2268,7.501617928,45.4816528
2531,7.366889572,45.50749726
1360,7.532618205,45.7164614
2586,7.470398856,45.60406563
1846,7.449011463,45.68693546
2518,7.400190164,45.60809165
2440,7.473940117,45.57259701
1903,7.595687736,45.66926497
2352,7.57421656,45.57868828
2737,7.33063603,45.6523669
2253,7.320646871,45.55849074
2896,7.397833293,45.53915792
2413,7.307059362,45.61697495
1361,7.649200755,45.43958788
2892,7.519424473,45.62103002
1292,7.48897515,45.71211649
2386,7.445932483,45.65615998
1587,7.620179191,45.49388449
1902,7.318426455,45.68937409
941,7.382665142,45.7225922
1790,7.383558198,45.60351793
2108,7.613778434,45.63609392
2204,7.518963441,45.6572214
1596,7.593910027,45.68203927
2878,7.373099089,45.68263906
3178,7.378694921,45.65953604
2094,7.321080704,45.68429576
1508,7.578961007,45.72009299
2589,7.42042477,45.52118136
543,7.551230948,45.41710605
631,7.653751608,45.41449448
1991,7.646781206,45.45947676
464,7.579713451,45.42047272
1312,7.668957304,45.62290843
1036,7.574145541,45.43136933
3116,7.387764084,45.52001939
2525,7.530090463,45.63991243
852,7.492062842,45.72652915
1514,7.548874907,45.44302897
565,7.412646051,45.73520284
1355,7.613579648,45.47296355
1942,7.375748225,45.70996446
2498,7.406241376,45.63123361
2987,7.375342184,45.66187314
1992,7.395207345,45.41279062
1241,7.426104759,45.4188368
1795,7.595885988,45.68866748
2262,7.321107109,45.66460503
1526,7.492287058,45.68878642
3044,7.39748223,45.51823639
1454,7.457791841,45.71459452
1310,7.359747084,45.71473229
2395,7.590248166,45.57810473
2916,7.370531116,45.67454737
1845,7.326937495,45.56932725
1402,7.565206428,45.50623253
2758,7.459793659,45.64025179
656,7.547020438,45.4191686
3016,7.421213283,45.53879811
1301,7.504287842,45.4369834
2072,7.429872489,45.4756068
534,7.66115481,45.67449038
1366,7.614697637,45.46902009
1547,7.333718484,45.43319985
2865,7.353252625,45.56327736
1583,7.316067733,45.46382145
1326,7.569477301,45.53808653
516,7.656861726,45.68616579
1610,7.624183614,45.47185638
2456,7.523996555,45.64645688
2580,7.451455173,45.48611528
2490,7.443318866,45.54621082
1727,7.617358773,45.66985487
1781,7.659849184,45.4912844
1041,7.559181489,45.48349206
1217,7.647764781,45.69227449
583,7.476927566,45.41210429
2022,7.595242585,45.60992074
2368,7.503967506,45.54674674
628,7.442862032,45.42309114
1511,7.348119139,45.60920512
1817,7.476676124,45.45660775
2364,7.654255643,45.50570001
424,7.631273442,45.40764692
3087,7.420837264,45.68896677
1558,7.508291286,45.70589633
2577,7.423844171,45.56520967
1903,7.331052475,45.47654004
2669,7.549513468,45.58373601
1228,7.401325044,45.42363111
571,7.596994585,45.42858456
778,7.584714538,45.46370993
2219,7.431190608,45.60147402
2240,7.557859208,45.57342914
882,7.385511749,45.42612952
2751,7.52575398,45.63670117
1743,7.311024903,45.62940237
1966,7.508937325,45.55149594
1864,7.608001195,45.60531788
2245,7.32175831,45.53964154
1193,7.558335416,45.46388556
2453,7.501293814,45.54103356
907,7.529534283,45.72995461
2813,7.413798834,45.50050059
1516,7.480408462,45.442542
1589,7.490870995,45.68769763
2846,7.379312668,45.68182152
2151,7.508973527,45.53688843
1991,7.576512212,45.56425683
1705,7.623748437,45.71443639
1426,7.64617026,45.44114263
2032,7.392942949,45.5569093
1908,7.370208733,45.45266246
3333,7.357052567,45.54244164
565,7.322825532,45.72846735
1001,7.396989766,45.72252518
606,7.543226978,45.41963633
671,7.597019304,45.7357986
2676,7.400715617,45.69203533
397,7.663212511,45.68780779
3045,7.401256858,45.66299207
1004,7.335536608,45.44026408
1720,7.395466647,45.46638906
565,7.342280674,45.74013551
1332,7.651811007,45.66326427
1730,7.603431057,45.6179783
1133,7.438757197,45.43620724
1365,7.641492213,45.43640777
3157,7.415049782,45.53826929
2557,7.472848018,45.60098323
1899,7.597065952,45.66172014
1548,7.605404095,45.68796948
1343,7.667706505,45.45605345
2705,7.421025746,45.56426882
2412,7.597383971,45.57690136
973,7.657143229,45.71975355
2887,7.543992431,45.66336801
1732,7.59154449,45.51515292
2413,7.430457251,45.52442185
584,7.31958918,45.73662651
1829,7.513538207,45.47428987
2273,7.438923683,45.60158178
2798,7.348020768,45.54879482
1545,7.492237103,45.70490149
454,7.593764021,45.4171449
2451,7.580314265,45.63559791
2492,7.565572574,45.5996649
2448,7.487537898,45.47755047
2370,7.614070522,45.55854369
2812,7.475091567,45.63432266
1526,7.500765229,45.46094482
1021,7.448897935,45.42811426
737,7.508048827,45.72974289
538,7.660030724,45.7300697
2002,7.594697175,45.65730155
2690,7.321420474,45.52813863
2155,7.635294057,45.46466102
2824,7.501188927,45.5889089
1654,7.394675755,45.71352431
3123,7.538716211,45.63214845
1209,7.652091208,45.71255694
1333,7.620298638,45.4538543
2062,7.626129942,45.59837375
1547,7.650832276,45.61364454
1603,7.483655315,45.45361385
1920,7.524846011,45.51220545
552,7.415512331,45.7359218
2476,7.42775524,45.526539
2488,7.477140734,45.59404426
1087,7.324254527,45.45076843
2178,7.596638351,45.49836642
2500,7.370976665,45.40880111
1741,7.321450746,45.43732491
2935,7.414534785,45.65742762
973,7.559425934,45.47618183
1245,7.63622121,45.67650036
1692,7.476603868,45.44459635
1886,7.509383242,45.56645979
2478,7.562613292,45.64699696
1509,7.35079895,45.61308383
1676,7.4855857,45.45861272
2098,7.335298399,45.47085228
2162,7.383414776,45.47376899
1113,7.604165695,45.45079991
2440,7.575944921,45.63278706
1705,7.3337476,45.57503878
1404,7.48005679,45.5226712
2596,7.317745784,45.48566624
1772,7.352286582,45.42356973
1527,7.56209349,45.44613726
2087,7.375508646,45.48763962
2186,7.598357531,45.5433401
1701,7.619256548,45.71438878
2282,7.377533838,45.58634121
920,7.557883537,45.73234127
1659,7.346037606,45.60593058
1839,7.527137184,45.53375741
2400,7.461676962,45.48172577
2040,7.617960661,45.57993715
2127,7.624886218,45.54342148
2439,7.401077292,45.5783786
2836,7.471295091,45.66167938
1738,7.621716446,45.6975026
1977,7.411620321,45.59425366
2325,7.341231067,45.56400754
1887,7.347746251,45.62297882
1069,7.653738295,45.70809479
2901,7.446572128,45.5655769
1105,7.575509435,45.44297389
2371,7.316522758,45.60814695
1190,7.392420794,45.7188364
2654,7.337615198,45.64607292
2450,7.494777775,45.61922439
2537,7.418097023,45.47755168
2608,7.411950298,45.62965453
2340,7.607396526,45.57988564
1367,7.520110867,45.71854223
2563,7.454978274,45.58445582
2741,7.544411747,45.65582664
494,7.612023636,45.41295814
2179,7.318579694,45.48238168
2768,7.32994798,45.65081788
2013,7.51652231,45.68970251
536,7.400018492,45.73504854
1734,7.610248199,45.67253865
1723,7.634831325,45.60557374
1963,7.333132719,45.42456636
1086,7.502005021,45.50511152
2637,7.348904798,45.50245283
2140,7.441640418,45.68487347
2250,7.463382029,45.67545768
2647,7.555904217,45.65634612
2607,7.375920089,45.54294321
1939,7.44012726,45.4660254
800,7.374200759,45.43201116
1871,7.625534236,45.71136653
3366,7.347787109,45.52464608
3097,7.473456076,45.62768561
1165,7.598431211,45.72696266
2479,7.442530506,45.65453593
2900,7.399600617,45.6661149
2437,7.639014936,45.57949965
1835,7.468778079,45.53156675
1285,7.523675758,45.48375967
1464,7.605627859,45.46155232
1879,7.546563585,45.71087023
1795,7.59456608,45.62429172
2938,7.44369842,45.61192716
2359,7.423266185,45.58622811
1826,7.309972943,45.46559482
885,7.358965221,45.43267142
2466,7.518532295,45.61022227
2376,7.36952474,45.63110777
3240,7.36683125,45.51964895
2166,7.635336325,45.46843067
1616,7.652050451,45.64082952
1935,7.38579,45.60509844
1256,7.660667974,45.44429817
1763,7.328094586,45.56422327
1446,7.487116214,45.45141738
2362,7.469379179,45.68117038
1835,7.39007626,45.71158866
1986,7.375753216,45.48408281
3150,7.360524661,45.51933746
2591,7.428109164,45.55264352
1279,7.613145224,45.72769421
2267,7.571958178,45.60854244
2823,7.415143254,45.65302686
2576,7.43894279,45.57633258
1733,7.658181822,45.47229335
2178,7.411436346,45.6955678
2532,7.427844864,45.60870058
537,7.544468038,45.41371652
1211,7.386343364,45.45744498
977,7.4089095,45.43748406
1673,7.50702738,45.55876028
691,7.470046618,45.40772832
2423,7.330559274,45.54305135
538,7.375117787,45.73443143
3273,7.383185036,45.67600615
2353,7.634633154,45.59398033
555,7.514072278,45.73455468
1153,7.560932652,45.48438977
1403,7.503977009,45.70442275
2621,7.526077062,45.64068924
2741,7.322231178,45.59679799
1580,7.656321798,45.53037376
1592,7.511054513,45.46071907
2249,7.509536408,45.57310478
3062,7.35627344,45.51973899
2049,7.512897901,45.69379196
1837,7.627623865,45.71254697
1531,7.561088543,45.43757208
2570,7.323578137,45.53332668
2983,7.467610331,45.61826477
1090,7.578414938,45.7279346
1994,7.494794795,45.64605128
1784,7.327439308,45.43011301
2321,7.449166664,45.5254354
1884,7.346067936,45.45517466
1557,7.508843506,45.45792123
2385,7.316398501,45.57968201
2553,7.420676738,45.48012661
1105,7.458286461,45.71938329
795,7.668777425,45.74244941
1918,7.423679049,45.59627015
2358,7.538220855,45.55974412
1293,7.653068313,45.43895398
574,7.481637846,45.40844705
2155,7.443354783,45.68121392
1097,7.656101344,45.62200307
1655,7.321981571,45.45873942
991,7.444443704,45.71699648
1742,7.516684656,45.45238783
1566,7.642951102,45.44299724
2935,7.42858414,45.68450378
2467,7.441444483,45.5848497
1968,7.650496394,45.5187298
2494,7.40729209,45.63976026
2170,7.383361741,45.56636946
2476,7.30964941,45.65871613
2209,7.582277188,45.62954143
1139,7.499861955,45.43526701
1625,7.386224302,45.59842639
1740,7.311323199,45.62727843
1052,7.63019221,45.43000349
809,7.601897352,45.40879903
1932,7.627981904,45.65185095
2649,7.611303267,45.52226041
1776,7.649106264,45.46513131
1480,7.324272274,45.63097953
1821,7.48705454,45.68885195
2332,7.542387697,45.59710112
1763,7.528339091,45.70972872
2345,7.444721909,45.65829471
2388,7.460693069,45.48118355
1781,7.395464693,45.58858541
782,7.380615957,45.42952484
1768,7.663850257,45.47231776
1021,7.359148204,45.72052365
1227,7.57317733,45.48771156
2360,7.437062994,45.60265008
525,7.429960682,45.73659804
1852,7.47102426,45.69955595
2443,7.665031991,45.55875912
839,7.661716553,45.66329591
520,7.446555759,45.73923375
1912,7.351098921,45.58998694
930,7.473941037,45.72734858
2552,7.378174395,45.55991272
1818,7.372724506,45.61132168
721,7.599604187,45.41441665
1227,7.322942868,45.45372855
2584,7.425702351,45.55672364
2168,7.37770756,45.61474618
2444,7.610293194,45.57146302
2659,7.443037377,45.62572361
2123,7.570069267,45.61894144
1358,7.571102304,45.45287888
1309,7.62401996,45.67786472
1072,7.632286435,45.43039527
2028,7.496127035,45.66289804
2879,7.353361767,45.51658109
961,7.577688137,45.4105488
2047,7.494205798,45.65915103
1328,7.422905776,45.44539445
2308,7.496736079,45.47632956
1867,7.39910792,45.41565511
2512,7.583422271,45.59409778
2621,7.435816123,45.50979937
1793,7.588166723,45.4899177
803,7.586724981,45.4608489
1623,7.374709373,45.46029214
2456,7.566073818,45.59903919
2972,7.479403016,45.62522477
2390,7.421542892,45.58430693
2908,7.411679076,45.50942743
531,7.443655545,45.73857671
2727,7.460272359,45.55944045
1852,7.40774472,45.46277842
883,7.549604464,45.42209827
793,7.39069232,45.7290221
2397,7.475143872,45.68101708
1033,7.559296326,45.72827641
2132,7.327220232,45.42522335
2006,7.593124112,45.48789657
767,7.667833526,45.65067634
918,7.661497107,45.433588
624,7.562631948,45.42112124
2839,7.424970041,45.61549355
2768,7.546673378,45.67559055
1678,7.489621973,45.68482869
2181,7.497757653,45.63825486
2525,7.486181899,45.54650366
541,7.396278442,45.74154944
1692,7.526136501,45.53983225
2742,7.420695461,45.48360083
2134,7.579191211,45.6086657
2894,7.489271817,45.61412451
551,7.354632015,45.73200713
901,7.578479088,45.47056588
2158,7.636258209,45.46988238
2687,7.438816612,45.62479102
1630,7.651501832,45.5964902
1023,7.318438627,45.4516578
2524,7.532091777,45.68271938
2290,7.664125974,45.55650755
2671,7.436033844,45.54812192
478,7.565741162,45.41817807
2980,7.314130282,45.50583403
410,7.662719979,45.68572057
1686,7.500060068,45.56228147
1677,7.607701185,45.67340968
1170,7.469419232,45.72003417
2542,7.513310668,45.61379571
2605,7.619176065,45.51963603
2836,7.382488064,45.52897451
955,7.399331242,45.43486706
943,7.501878734,45.71918612
1389,7.503899093,45.41994371
2670,7.441372913,45.64987002
582,7.587644166,45.44466398
1340,7.5452679,45.44228653
680,7.464704755,45.41006551
2445,7.426971148,45.55860264
1770,7.368014091,45.70620299
2349,7.411140824,45.58687178
1699,7.541339252,45.70828297
935,7.597701561,45.73002503
708,7.634779015,45.73587856
1004,7.342972059,45.44341477
1626,7.636987777,45.71075294
1716,7.663290972,45.54525457
2466,7.501589144,45.53711616
1790,7.473984941,45.44002614
2304,7.445700506,45.66020354
2098,7.586516749,45.56011881
2495,7.536571458,45.65394115
1718,7.396011907,45.71075839
1369,7.564682891,45.53029135
2089,7.492613024,45.55788236
2084,7.452727526,45.66667
1638,7.636260539,45.44819669
2151,7.562566642,45.61959616
872,7.381471716,45.42740218
2006,7.593693893,45.56687287
1731,7.413817178,45.70590026
3060,7.364728835,45.51661439
1652,7.328971642,45.47142042
2535,7.333802289,45.54187672
2193,7.449707264,45.51018354
1768,7.611504181,45.61427905
2497,7.518990776,45.60832421
2719,7.537156797,45.56668221
1710,7.416993479,45.41514474
1920,7.473404733,45.45936841
1869,7.395418955,45.47275417
2109,7.598120466,45.53034701
1432,7.606059227,45.72458725
1761,7.473271564,45.43343187
2123,7.567515323,45.71058877
2060,7.571672982,45.57144598
2803,7.401230772,45.65476274
1256,7.446601333,45.70685714
2683,7.494230437,45.59884435
1556,7.506425212,45.45015603
2077,7.525886545,45.56178595
2398,7.358285621,45.48333008
1678,7.317799563,45.44013925
1298,7.63099987,45.43761591
2807,7.539449746,45.58545359
2609,7.632367435,45.57684051
1798,7.471049478,45.44579923
3003,7.404558499,45.51305725
2493,7.622161786,45.51823717
1805,7.372944843,45.59816109
1320,7.669249249,45.45812815
1993,7.406426656,45.69776368
3517,7.360024701,45.53025767
2219,7.520158463,45.67594026
1713,7.657892166,45.63130266
2889,7.421432083,45.55350597
2015,7.667349982,45.58422631
3151,7.318418391,45.50737049
2661,7.311733779,45.59480783
1456,7.554784142,45.49556619
703,7.665866448,45.66870681
2019,7.446673427,45.68254083
1562,7.668033122,45.62505512
3112,7.48075831,45.62289497
2263,7.430576956,45.57654994
785,7.562175189,45.47998207
1614,7.53470402,45.53093093
719,7.571923474,45.47431628
3156,7.374516927,45.67766328
2549,7.529159804,45.63984741
2268,7.587124622,45.59802472
781,7.586149861,45.41318994
2759,7.433976818,45.61229829
1851,7.592446893,45.66299171
1796,7.517030497,45.54099743
2131,7.338795413,45.56695931
2318,7.593800251,45.59052361
1969,7.643030962,45.59341425
1827,7.561997383,45.71407367
2493,7.327930551,45.65832097
3008,7.34349069,45.53433395
1124,7.495164512,45.72489575
2202,7.632042241,45.49962384
1587,7.386888521,45.45145417
1778,7.500453162,45.67734073
1032,7.594734608,45.45383132
2114,7.517709192,45.47072273
2111,7.461717489,45.44504055
2847,7.418680307,45.49110651
2748,7.344119943,45.50442691
2178,7.456190865,45.45085917
1021,7.349402291,45.71695881
1540,7.584031462,45.49055801
2664,7.329547529,45.48701101
1934,7.448408295,45.68364012
1915,7.589497233,45.61502188
2420,7.502989989,45.6419311
2513,7.605265995,45.56857364
2161,7.436532693,45.59086579
1785,7.636205174,45.66171261
696,7.572578354,45.73816483
2942,7.535250968,45.57788728
2177,7.647100467,45.47328782
714,7.554568683,45.41976521
922,7.649721603,45.42629945
736,7.326623529,45.7225471
2309,7.445834782,45.66144066
1939,7.397654455,45.47654793
2223,7.607821368,45.58139509
2405,7.639866371,45.57376338
1524,7.549072604,45.46738935
1912,7.470504751,45.53201168
1809,7.635112125,45.54351583
1300,7.482051865,45.51436076
1520,7.543019044,45.54030484
2249,7.475849209,45.46985765
2796,7.510462818,45.62060676
1975,7.508543196,45.47783684
1458,7.564249079,45.44225578
1267,7.654733605,45.43987015
1595,7.644756201,45.62944437
2397,7.596839032,45.58473761
1134,7.589804927,45.47203775
2565,7.331241931,45.41276136
2690,7.346872322,45.46544948
2063,7.514167707,45.69187048
2828,7.430039592,45.66649891
1381,7.373462623,45.4691377
1850,7.592135863,45.68649262
1845,7.518951679,45.55767421
1929,7.593894562,45.49475114
1796,7.327245877,45.56027233
2380,7.472527271,45.68839372
1724,7.416136665,45.41618732
1363,7.647703409,45.66868387
2721,7.484327967,45.62904632
1600,7.568687834,45.55882801
1510,7.614611182,45.72082047
2620,7.453269591,45.57542044
2647,7.349567142,45.48041578
2653,7.529157831,45.58488015
1093,7.431769083,45.41600676
3026,7.532789967,45.63037755
2681,7.399772912,45.54298074
2532,7.459995726,45.48883387
2677,7.448297946,45.57740055
2239,7.554615757,45.69619043
779,7.657051751,45.42574034
2479,7.366093041,45.69608981
1881,7.313047266,45.6864587
2500,7.463175402,45.59138482
2253,7.477192054,45.68583121
1805,7.596292075,45.53560869
1761,7.457772133,45.44070252
1519,7.573291231,45.50556028
1159,7.60821706,45.47058908
3059,7.531306152,45.57707657
2885,7.327043578,45.52906295
1833,7.468750806,45.51907234
2476,7.482223352,45.59592276
845,7.42119453,45.43882936
2908,7.327697054,45.50365056
3112,7.364646197,45.53781244
1981,7.611845228,45.60927684
2574,7.314661379,45.5643798
1547,7.352839974,45.42654667
1303,7.517160757,45.4200817
1567,7.604469102,45.67582949
1896,7.619612781,45.70773636
2646,7.436341,45.62712763
2019,7.514026717,45.46955709
1892,7.593684627,45.51087389
2655,7.412905862,45.60916854
2132,7.404583248,45.58932971
1843,7.480194193,45.50426117
2589,7.455892514,45.48738379
2751,7.530144964,45.58089503
3134,7.377804276,45.66491596
1344,7.661229398,45.53581645
2862,7.42903583,45.66347688
1557,7.50608393,45.44896766
2057,7.365874026,45.48072918
2750,7.32203098,45.59112716
1360,7.555954765,45.46002596
2373,7.347216312,45.5726372
2360,7.46363708,45.48388752
532,7.397534794,45.73423045
2638,7.54641881,45.62510297
2072,7.484210978,45.68403383
570,7.556638099,45.41910861
2843,7.428820585,45.49903936
1543,7.385559717,45.46196603
3357,7.351365459,45.52493221
2013,7.648697669,45.55624266
2162,7.444586245,45.67621481
2113,7.488221424,45.65018332
650,7.448493008,45.74253434
3230,7.394927176,45.53187665
577,7.466299965,45.74252825
3025,7.372645216,45.52842625
2368,7.627314915,45.57643629
2049,7.516344284,45.69115783
1212,7.537118278,45.50238281
2287,7.637672935,45.52377009
1736,7.528068416,45.50745293
1433,7.590195728,45.72220483
754,7.46319963,45.73053257
2620,7.552812093,45.63893358
1034,7.329966296,45.71346029
1712,7.472428183,45.45552386
1945,7.558827389,45.70578166
1064,7.402175983,45.42523039
846,7.394557327,45.42722238
1154,7.424204578,45.42338198
2237,7.554005124,45.60488905
2895,7.509447416,45.61882564
2402,7.358011856,45.49835121
2251,7.458964017,45.54185776
1900,7.523338138,45.55609302
1735,7.59084446,45.53411676
1753,7.330165509,45.56479857
2678,7.341903778,45.54620611
2909,7.414956244,45.61299788
2560,7.572841189,45.6397172
545,7.46640621,45.74009358
1022,7.42806968,45.4391659
1326,7.439398679,45.44224858
2069,7.643227672,45.47829792
1523,7.522259941,45.54964437
2812,7.373407185,45.6857578
1063,7.553606825,45.51371063
1885,7.408254557,45.69985233
2825,7.479104515,45.61051429
2436,7.380672554,45.55196992
525,7.597206258,45.739924
1362,7.597051158,45.67898467
1408,7.662533219,45.4556566
530,7.49643979,45.73750105
1915,7.564996365,45.56847001
528,7.5109849,45.73627808
1153,7.551351411,45.49792213
682,7.650045107,45.68271336
825,7.581765261,45.45832129
2212,7.386769868,45.70773445
2127,7.51453824,45.56707331
738,7.579512716,45.42437441
1695,7.446148046,45.44935726
687,7.592708482,45.7357369
1138,7.656648575,45.66086472
2571,7.464904061,45.66032079
2698,7.413287625,45.62721957
1259,7.488496098,45.51832941
2579,7.437786192,45.65860284
1510,7.535254444,45.4762422
2779,7.33663022,45.65870408
1490,7.616916086,45.46672261
1615,7.392179074,45.59554751
1760,7.619633741,45.7121865
2828,7.52407469,45.6356603
1711,7.3278952,45.61815659
1281,7.3431785,45.71256303
2131,7.600262425,45.63854487
1923,7.639012852,45.45431444
2412,7.352810704,45.4887317
986,7.620172376,45.73332264
2216,7.496716038,45.65753183
2666,7.374011108,45.53404449
2226,7.329239638,45.67943591
1576,7.583477039,45.49247557
2253,7.570381914,45.60867545
1568,7.437456037,45.44715325
3046,7.414102639,45.54683259
2517,7.436590054,45.52782118
1295,7.367693558,45.42553579
2275,7.428305223,45.57159021
2110,7.578009692,45.52352665
2344,7.600276806,45.50451757
1402,7.535386101,45.71643291
2757,7.406871771,45.66919357
1893,7.378214661,45.41481546
2998,7.420973993,45.54515641
2052,7.565574751,45.61811935
1627,7.446485944,45.44545996
978,7.579092223,45.40676185
2235,7.605498744,45.50196553
1952,7.329869385,45.6101335
2341,7.377302218,45.40896271
2251,7.616486015,45.54937896
1718,7.655648291,45.63570572
1619,7.658522067,45.63252401
2388,7.447678296,45.50652751
2910,7.527825889,45.63361566
2127,7.61861601,45.63586695
1255,7.641165413,45.68857056
2621,7.638731739,45.56878877
2300,7.401465184,45.48401689
2427,7.570529117,45.6959988
2552,7.466946012,45.56475999
2356,7.63888532,45.49661933
2303,7.339251359,45.56040759
983,7.445900353,45.43333097
1347,7.512120223,45.42058436
1509,7.457743102,45.43533384
2227,7.453861332,45.45603986
2464,7.487036872,45.57547855
2335,7.648482748,45.5610429
1778,7.327956921,45.56115526
2828,7.43530392,45.50353743
1373,7.378315802,45.42203938
1204,7.638272715,45.43223535
2811,7.5272129,45.63557524
1864,7.635613825,45.5514693
2349,7.314568535,45.47153642
1371,7.552953507,45.49177042
2473,7.616113876,45.53311019
2254,7.550470216,45.60328613
956,7.594960396,45.73160798
2228,7.468786051,45.50159175
1913,7.519737239,45.55835617
2958,7.454936256,45.63315268
2205,7.478456134,45.46917584
479,7.592569218,45.42550721
2731,7.395443613,45.63151415
539,7.38087957,45.7423568
2462,7.517646298,45.65090354
2774,7.557486793,45.67972272
1956,7.37753218,45.63051475
1722,7.344721796,45.58598364
729,7.407259995,45.72918436
2421,7.375620325,45.49738667
2088,7.344609151,45.68596143
778,7.598032096,45.43261211
1812,7.405595292,45.70045311
797,7.641250938,45.68089563
3150,7.381846282,45.65382156
1894,7.660711192,45.47500276
2982,7.472110559,45.6146819
2653,7.536716397,45.62127558
1285,7.455829064,45.71766428
696,7.510094904,45.40957416
2765,7.543428895,45.66015849
1774,7.472676742,45.45161121
2331,7.410012531,45.60374139
603,7.657996825,45.74275415
2365,7.330839002,45.54721777
2759,7.503634068,45.6268534
1474,7.662620981,45.61064376
2156,7.327254257,45.64185035
2124,7.627370895,45.59207437
1649,7.532364687,45.47821474
3503,7.361355066,45.5279027
1577,7.348361731,45.60523639
1961,7.644637556,45.53047613
1368,7.532425562,45.48290646
1078,7.421969483,45.71974119
2517,7.440444849,45.58415854
2399,7.419211786,45.63701043
2228,7.337001006,45.59867596
1992,7.468624445,45.46115798
1775,7.653702877,45.52743299
2370,7.468401001,45.68696572
3365,7.475645787,45.6188588
1236,7.626709609,45.67881249
